subject,catalog_num,title_units,description
LOC,214-BR,LOC 214-BR Culture and Cognition: SESP Leadership Institute (1 Unit),Research and theory on the interrelatedness of culture and thought. This version of LOC 214 is only for students participating in the SESP Leadership Institute. Students may not receive credit for the SLI version and LRN_SCI 214-0 / LOC 214-0 .
LOC,306-0,LOC 306-0 Studies in Organizational Change (1 Unit),Examines theories and methods of organizational change through analysis of organizational adaptations; applies theories from learning sciences and organizational behavior.
LOC,308-0,LOC 308-0 Redesigning Everyday Organizations (1 Unit),Concepts and methods for understanding and studying cognition and learning and putting these concepts and methods to use in a design/change project. Taught with LRN_SCI 308-0 ; may not receive credit for both courses.
LOC,309-0,LOC 309-0 Team Dynamics (1 Unit),"In this course, we will explore team dynamics, those forces that influence a team's behavior and performance, and what can enhance or hinder potential for impact. We will analyze the contributors to team functioning and their interrelationships at multiple levels: intrapersonal, interpersonal, group and organizational. Key topics include team development, team make-up and roles, leadership and followership, decision-making, navigating conflict, collaboration and competition, effective communication, content vs. process, diversity and in-group/out-group tensions. Throughout the class, students will be analyzing and applying concepts through case studies and simulations. Assignments to demonstrate mastery include regular written individual papers and a team project. This course is suitable for undergraduate students in LOC, Human Development in Context, and related majors throughout Northwestern that are interested in leadership, teams/groups or organizational change. Taught with HDC 309-0 ; may not receive credit for both courses."
LOC,311-0,LOC 311-0 Tools for Organizational Analysis (1 Unit),Understanding cause-and-effect relationships pertaining to organizational behavior and performance.
LOC,312-0,LOC 312-0 Modern Organization and Innovations (1 Unit),"Advances in technologies, from computation to analytics to new models of management and organizations, has radically transformed both every day work and classic models of management and organization. This course takes a novel approach to understanding these transformations by partnering a SESP faculty member with industry leaders and change agents to identify and analyze changing organizational forms and the implications for work in the contemporary economy. In doing so, this course will expose students to variants in organizational models, for example, from the highly institutionalized, yet ever changing, digital firm to firm-market hybrids that supply branded service yet do not employ the providers or own the assets that provide services. Students will have weekly analytic assignments that prepare for and reflect on industry co-instructor sessions as well as a final team project. This course is suitable for undergraduate students in LOC, social policy, and related majors throughout northwestern that are interested in leadership or organizational change. This advanced, highly interactive course fulfills new Learning and Organizational Change (LOC) requirements and is open to LOC students and beyond."
LOC,313-0,LOC 313-0 Learning and Thinking in Organizations (1 Unit),"Learning & Thinking in Organizations explores human judgment and decision making under conditions of uncertainty. You will learn to recognize recurring patterns in your own cognition and that of the people around you, and examine the ways those tendencies can lead people to better or worse courses of action. The class opens with a focus on the work of two research psychologists, Amos Tversky and Daniel Kahneman, who developed an important framework for understanding how people reach conclusions and make decisions. Their work formed the foundation of the field of behavioral economics. As we move through the quarter, we will draw on this framework to analyze human judgment and organizational decisionmaking in the domains of medicine, public health, criminal justice, and sports. We will investigate ways to use insights from research to improve the functioning of organizations, with a goal of making life better for the people that work in them and the people they serve. In the final project, working either independently or in a group, you will research an organizational phenomenon and develop a design for change using the theoretical perspectives from the course. Grading is based on quizzes, a midterm, and a final project."
LOC,347-0,LOC 347-0 Mapping and Spatial Analysis for Social Issues (1 Unit),"The focus of the course is on using the power of geospatial analysis to identify, understand, and make recommendations about addressing social, racial, and other inequities, including access to healthy food, environmental pollution, policing, etc. Students will learn basic use of the ArcGIS online program to support geospatial analysis."
LOC,351-0,LOC 351-0 Topics in Learning and Organizational Change (1 Unit),"Advanced work on special topics. © 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
LRN_SCI,201-0,LRN_SCI 201-0 Cognition and Action (1 Unit),"Perspectives on thinking and learning; how individuals reason and accomplish tasks, both on their own and in interaction with each other and with their immediate environments."
LRN_SCI,202-0,"LRN_SCI 202-0 Culture, Language, & Identity (1 Unit)","Social and cultural dimensions of learning, particularly how diverse linguistic and cultural tools mediate forms of identity, learning experiences, and participation in and transformation of social life."
LRN_SCI,214-0,LRN_SCI 214-0 Culture and Cognition (1 Unit),"Explore the cultural ground of cognition. How do cultural environments structure and orient our conceptual knowledge, and how do these cognitive processes feedback into cultural systems? Key topics include conceptual development, knowledge organization, causal reasoning, moral psychology, and environmental psychology. Jointly, the topics are integrated through a focus on social and ecological thought. We will engage in cultural artifact analyses, field experiences, and research inquiries. Combined with LOC 214-0 ; may not receive credit for both courses."
LRN_SCI,224-0,LRN_SCI 224-0 Holocaust Education Design (1 Unit),
LRN_SCI,251-0,LRN_SCI 251-0 Special Topics in Learning Sciences (1 Unit),
LRN_SCI,301-0,LRN_SCI 301-0 Design of Learning Environments (1 Unit),"Conceiving, building, and testing products and services to help people learn. Topics include the human-centered design process, principles for designing learning environments, and agile project management and communication techniques."
LRN_SCI,302-0,"LRN_SCI 302-0 Social, Cultural, and Linguistic Contexts of Education (1 Unit)","This course focuses on the social and contextual influences of education, from a learning, teaching, research, and policy perspective. We will examine the role or race, ethnicity, class, gender, sexuality, and identity in the ways individuals and groups influence and are influenced by our education system."
LRN_SCI,308-0,LRN_SCI 308-0 Redesigning Everyday Organizations (1 Unit),Concepts and methods for understanding and studying cognition and learning and putting these concepts and methods to use in a design/change project. Combined with LOC 308-0 ; may not receive credit for both courses.
